"Inoculum","Carbon_Source","Family","Replicate","sum_relab","Family_type"
1,"succinate_glutamine","Lachnospiraceae",2,0.001762687,"Other"
1,"succinate_glutamine","Oxalobacteraceae",2,0.000185546,"Other"
1,"succinate_glutamine","Xanthomonadaceae",2,0.008071249,"Other"
1,"succinate_glutamine","Brucellaceae",3,0.00621579,"Other"
1,"succinate_glutamine","Flavobacteriaceae",3,9.28e-05,"Other"
1,"succinate_glutamine","Lachnospiraceae",3,0.001391595,"Other"
1,"succinate_glutamine","Xanthomonadaceae",3,0.004453104,"Other"
1,"succinate_glutamine","Brucellaceae",4,0.00278319,"Other"
1,"succinate_glutamine","Comamonadaceae",4,0.001669914,"Other"
1,"succinate_glutamine","Xanthomonadaceae",4,0.002319325,"Other"
1,"succinate_glycerol","Enterococcaceae",1,9.28e-05,"Other"
1,"succinate_glycerol","Gammaproteobacteria.7",1,9.28e-05,"Other"
1,"succinate_glycerol","Moraxellaceae",1,0.000556638,"Other"
1,"succinate_glycerol","Oxalobacteraceae",1,9.28e-05,"Other"
1,"succinate_glycerol","Paenibacillaceae",1,0.000463865,"Other"
1,"succinate_glycerol","Rhizobiaceae",1,0.000278319,"Other"
1,"succinate_glycerol","Chitinophagaceae",2,9.28e-05,"Other"
1,"succinate_glycerol","Enterococcaceae",2,0.000463865,"Other"
1,"succinate_glycerol","Flavobacteriaceae",2,9.28e-05,"Other"
