"Inoculum","Carbon_Source","Family","Replicate","sum_relab","Family_type"
1,"fumarate","Enterobacteriaceae",1,0.160961127,"Enterobacteriaceae"
1,"fumarate","Moraxellaceae",1,0.392708044,"Moraxellaceae"
1,"fumarate","Pseudomonadaceae",1,0.347342054,"Pseudomonadaceae"
1,"fumarate","Sphingobacteriaceae",1,0.052973374,"Sphingobacteriaceae"
1,"fumarate","Chitinophagaceae",2,0.041562297,"Chitinophagaceae"
1,"fumarate","Enterobacteriaceae",2,0.166156415,"Enterobacteriaceae"
1,"fumarate","Moraxellaceae",2,0.36088691,"Moraxellaceae"
1,"fumarate","Pseudomonadaceae",2,0.375173949,"Pseudomonadaceae"
1,"fumarate","Sphingobacteriaceae",2,0.024677613,"Sphingobacteriaceae"
1,"fumarate","Comamonadaceae",3,0.01707023,"Comamonadaceae"
1,"fumarate","Enterobacteriaceae",3,0.145375267,"Enterobacteriaceae"
1,"fumarate","Moraxellaceae",3,0.423230355,"Moraxellaceae"
1,"fumarate","Pseudomonadaceae",3,0.32730309,"Pseudomonadaceae"
1,"fumarate","Sphingobacteriaceae",3,0.061879581,"Sphingobacteriaceae"
1,"fumarate","Enterobacteriaceae",4,0.178309676,"Enterobacteriaceae"
1,"fumarate","Moraxellaceae",4,0.319510159,"Moraxellaceae"
1,"fumarate","Pseudomonadaceae",4,0.435012525,"Pseudomonadaceae"
1,"fumarate","Rhizobiaceae",4,0.012338808,"Rhizobiaceae"
1,"fumarate","Sphingobacteriaceae",4,0.03015122,"Sphingobacteriaceae"
1,"glucose","Enterobacteriaceae",1,0.997124038,"Enterobacteriaceae"
1,"glucose","Enterobacteriaceae",2,0.998051768,"Enterobacteriaceae"
1,"glucose","Enterobacteriaceae",3,0.980888766,"Enterobacteriaceae"
1,"glucose","Pseudomonadaceae",3,0.014101494,"Pseudomonadaceae"
1,"glucose","Enterobacteriaceae",4,0.950644773,"Enterobacteriaceae"
1,"glucose","Pseudomonadaceae",4,0.039242972,"Pseudomonadaceae"
1,"glutamine","Comamonadaceae",1,0.206512663,"Comamonadaceae"
1,"glutamine","Enterobacteriaceae",1,0.031821134,"Enterobacteriaceae"
1,"glutamine","Enterococcaceae",1,0.013730402,"Enterococcaceae"
1,"glutamine","Flavobacteriaceae",1,0.144447537,"Flavobacteriaceae"
1,"glutamine","Pseudomonadaceae",1,0.486315985,"Pseudomonadaceae"
1,"glutamine","Rhizobiaceae",1,0.094071806,"Rhizobiaceae"
1,"glutamine","Comamonadaceae",2,0.222747935,"Comamonadaceae"
1,"glutamine","Enterobacteriaceae",2,0.031357269,"Enterobacteriaceae"
1,"glutamine","Flavobacteriaceae",2,0.172836097,"Flavobacteriaceae"
1,"glutamine","Moraxellaceae",2,0.017534094,"Moraxellaceae"
1,"glutamine","Pseudomonadaceae",2,0.442063271,"Pseudomonadaceae"
1,"glutamine","Rhizobiaceae",2,0.079506448,"Rhizobiaceae"
1,"glutamine","Xanthomonadaceae",2,0.010390574,"Xanthomonadaceae"
1,"glutamine","Comamonadaceae",3,0.143241488,"Comamonadaceae"
1,"glutamine","Enterobacteriaceae",3,0.02829576,"Enterobacteriaceae"
1,"glutamine","Enterococcaceae",3,0.012338807,"Enterococcaceae"
1,"glutamine","Flavobacteriaceae",3,0.10010205,"Flavobacteriaceae"
1,"glutamine","Oxalobacteraceae",3,0.034047685,"Oxalobacteraceae"
1,"glutamine","Pseudomonadaceae",3,0.491047408,"Pseudomonadaceae"
1,"glutamine","Rhizobiaceae",3,0.148622322,"Rhizobiaceae"
1,"glutamine","Xanthomonadaceae",3,0.029872902,"Xanthomonadaceae"
1,"glutamine","Comamonadaceae",4,0.138510066,"Comamonadaceae"
1,"glutamine","Enterobacteriaceae",4,0.017812413,"Enterobacteriaceae"
1,"glutamine","Flavobacteriaceae",4,0.109008257,"Flavobacteriaceae"
1,"glutamine","Oxalobacteraceae",4,0.07987754,"Oxalobacteraceae"
1,"glutamine","Pseudomonadaceae",4,0.573429818,"Pseudomonadaceae"
1,"glutamine","Rhizobiaceae",4,0.029316263,"Rhizobiaceae"
1,"glutamine","Sphingobacteriaceae",4,0.039150199,"Sphingobacteriaceae"
1,"glycerol","Enterobacteriaceae",1,0.992763707,"Enterobacteriaceae"
1,"glycerol","Enterobacteriaceae",2,0.972539197,"Enterobacteriaceae"
1,"glycerol","Pseudomonadaceae",2,0.02579089,"Pseudomonadaceae"
1,"glycerol","Enterobacteriaceae",3,0.972724743,"Enterobacteriaceae"
1,"glycerol","Pseudomonadaceae",3,0.023378792,"Pseudomonadaceae"
1,"glycerol","Enterobacteriaceae",4,0.978754987,"Enterobacteriaceae"
1,"glycerol","Pseudomonadaceae",4,0.014194267,"Pseudomonadaceae"
1,"glycine","Brucellaceae",1,0.019389554,"Brucellaceae"
1,"glycine","Comamonadaceae",1,0.058539753,"Comamonadaceae"
1,"glycine","Enterobacteriaceae",1,0.06308563,"Enterobacteriaceae"
1,"glycine","Flavobacteriaceae",1,0.023657111,"Flavobacteriaceae"
1,"glycine","Pseudomonadaceae",1,0.702569813,"Pseudomonadaceae"
1,"glycine","Rhizobiaceae",1,0.073105112,"Rhizobiaceae"
1,"glycine","Sphingobacteriaceae",1,0.03738754,"Sphingobacteriaceae"
1,"glycine","Alcaligenaceae",2,0.163373226,"Alcaligenaceae"
1,"glycine","Brucellaceae",2,0.020131738,"Brucellaceae"
1,"glycine","Comamonadaceae",2,0.020966694,"Comamonadaceae"
1,"glycine","Enterobacteriaceae",2,0.105853975,"Enterobacteriaceae"
1,"glycine","Flavobacteriaceae",2,0.020317283,"Flavobacteriaceae"
1,"glycine","Pseudomonadaceae",2,0.600890621,"Pseudomonadaceae"
1,"glycine","Rhizobiaceae",2,0.042675573,"Rhizobiaceae"
1,"glycine","Xanthomonadaceae",2,0.014194267,"Xanthomonadaceae"
1,"glycine","Alcaligenaceae",3,0.078857037,"Alcaligenaceae"
1,"glycine","Flavobacteriaceae",3,0.019482354,"Flavobacteriaceae"
1,"glycine","Lachnospiraceae",3,0.013266537,"Lachnospiraceae"
1,"glycine","Pseudomonadaceae",3,0.817701086,"Pseudomonadaceae"
1,"glycine","Rhizobiaceae",3,0.052323963,"Rhizobiaceae"
1,"ribose","Enterobacteriaceae",1,0.822710826,"Enterobacteriaceae"
1,"ribose","Pseudomonadaceae",1,0.13025327,"Pseudomonadaceae"
1,"ribose","Rhizobiaceae",1,0.037480286,"Rhizobiaceae"
1,"ribose","Enterobacteriaceae",2,0.966045089,"Enterobacteriaceae"
1,"ribose","Pseudomonadaceae",2,0.028202987,"Pseudomonadaceae"
1,"ribose","Enterobacteriaceae",3,0.98756842,"Enterobacteriaceae"
1,"ribose","Enterobacteriaceae",4,0.877075797,"Enterobacteriaceae"
1,"ribose","Pseudomonadaceae",4,0.084516189,"Pseudomonadaceae"
1,"ribose","Rhizobiaceae",4,0.015678635,"Rhizobiaceae"
1,"succinate","Comamonadaceae",1,0.045737082,"Comamonadaceae"
1,"succinate","Enterobacteriaceae",1,0.043881649,"Enterobacteriaceae"
1,"succinate","Flavobacteriaceae",1,0.052602283,"Flavobacteriaceae"
1,"succinate","Pseudomonadaceae",1,0.669728175,"Pseudomonadaceae"
1,"succinate","Rhizobiaceae",1,0.082104091,"Rhizobiaceae"
1,"succinate","Sphingobacteriaceae",1,0.052416736,"Sphingobacteriaceae"
1,"succinate","Xanthomonadaceae",1,0.03451155,"Xanthomonadaceae"
1,"succinate","Brucellaceae",2,0.032563318,"Brucellaceae"
1,"succinate","Comamonadaceae",2,0.246961684,"Comamonadaceae"
1,"succinate","Enterobacteriaceae",2,0.042953892,"Enterobacteriaceae"
1,"succinate","Pseudomonadaceae",2,0.207069302,"Pseudomonadaceae"
1,"succinate","Rhizobiaceae",2,0.377214955,"Rhizobiaceae"
1,"succinate","Xanthomonadaceae",2,0.073940069,"Xanthomonadaceae"
1,"succinate","Comamonadaceae",3,0.033119956,"Comamonadaceae"
1,"succinate","Enterobacteriaceae",3,0.146674089,"Enterobacteriaceae"
1,"succinate","Moraxellaceae",3,0.589850635,"Moraxellaceae"
1,"succinate","Pseudomonadaceae",3,0.049911866,"Pseudomonadaceae"
1,"succinate","Rhizobiaceae",3,0.128305037,"Rhizobiaceae"
1,"succinate","Xanthomonadaceae",3,0.041840616,"Xanthomonadaceae"
1,"succinate","Brucellaceae",4,0.011318304,"Brucellaceae"
1,"succinate","Comamonadaceae",4,0.065497727,"Comamonadaceae"
1,"succinate","Enterobacteriaceae",4,0.045922628,"Enterobacteriaceae"
1,"succinate","Moraxellaceae",4,0.307542444,"Moraxellaceae"
1,"succinate","Pseudomonadaceae",4,0.304109844,"Pseudomonadaceae"
1,"succinate","Rhizobiaceae",4,0.246683366,"Rhizobiaceae"
1,"succinate","Xanthomonadaceae",4,0.012709926,"Xanthomonadaceae"
2,"benzoate","Moraxellaceae",1,0.514890064,"Moraxellaceae"
2,"benzoate","Pseudomonadaceae",1,0.46006123,"Pseudomonadaceae"
2,"benzoate","Sphingobacteriaceae",1,0.016328045,"Sphingobacteriaceae"
2,"benzoate","Pseudomonadaceae",2,0.942666296,"Pseudomonadaceae"
2,"benzoate","Sphingobacteriaceae",2,0.050375731,"Sphingobacteriaceae"
2,"benzoate","Pseudomonadaceae",3,0.915762131,"Pseudomonadaceae"
2,"benzoate","Sphingobacteriaceae",3,0.063549494,"Sphingobacteriaceae"
2,"benzoate","Flavobacteriaceae",4,0.081361908,"Flavobacteriaceae"
2,"benzoate","Moraxellaceae",4,0.094350125,"Moraxellaceae"
2,"benzoate","Pseudomonadaceae",4,0.810650339,"Pseudomonadaceae"
2,"cellobiose","Enterobacteriaceae",1,0.948418221,"Enterobacteriaceae"
2,"cellobiose","Lachnospiraceae",1,0.05065405,"Lachnospiraceae"
2,"cellobiose","Enterobacteriaceae",2,0.996938492,"Enterobacteriaceae"
2,"cellobiose","Enterobacteriaceae",3,0.96270526,"Enterobacteriaceae"
2,"cellobiose","Lachnospiraceae",3,0.028852398,"Lachnospiraceae"
2,"cellobiose","Enterobacteriaceae",4,0.9965674,"Enterobacteriaceae"
2,"fructose","Enterobacteriaceae",1,0.999257816,"Enterobacteriaceae"
2,"fructose","Enterobacteriaceae",2,0.998330087,"Enterobacteriaceae"
2,"fructose","Enterobacteriaceae",3,0.998330087,"Enterobacteriaceae"
2,"fructose","Enterobacteriaceae",4,0.993320346,"Enterobacteriaceae"
2,"fumarate","Chitinophagaceae",1,0.037201967,"Chitinophagaceae"
2,"fumarate","Enterobacteriaceae",1,0.102328629,"Enterobacteriaceae"
2,"fumarate","Flavobacteriaceae",1,0.031635588,"Flavobacteriaceae"
2,"fumarate","Moraxellaceae",1,0.104276835,"Moraxellaceae"
2,"fumarate","Pseudomonadaceae",1,0.698487799,"Pseudomonadaceae"
2,"fumarate","Enterobacteriaceae",2,0.188421931,"Enterobacteriaceae"
2,"fumarate","Flavobacteriaceae",2,0.112811949,"Flavobacteriaceae"
2,"fumarate","Pseudomonadaceae",2,0.642731237,"Pseudomonadaceae"
2,"fumarate","Xanthomonadaceae",2,0.025698117,"Xanthomonadaceae"
2,"fumarate","Enterobacteriaceae",3,0.112904722,"Enterobacteriaceae"
2,"fumarate","Flavobacteriaceae",3,0.061972354,"Flavobacteriaceae"
2,"fumarate","Moraxellaceae",3,0.063549495,"Moraxellaceae"
2,"fumarate","Pseudomonadaceae",3,0.703961406,"Pseudomonadaceae"
2,"fumarate","Sphingobacteriaceae",3,0.025234252,"Sphingobacteriaceae"
2,"fumarate","Enterobacteriaceae",4,0.123480843,"Enterobacteriaceae"
2,"fumarate","Flavobacteriaceae",4,0.099267093,"Flavobacteriaceae"
2,"fumarate","Moraxellaceae",4,0.129139994,"Moraxellaceae"
2,"fumarate","Pseudomonadaceae",4,0.623341683,"Pseudomonadaceae"
2,"fumarate","Sphingobacteriaceae",4,0.011039985,"Sphingobacteriaceae"
2,"glucose","Enterobacteriaceae",1,0.993227572,"Enterobacteriaceae"
2,"glucose","Enterobacteriaceae",2,0.993505891,"Enterobacteriaceae"
2,"glucose","Enterobacteriaceae",3,0.99935059,"Enterobacteriaceae"
2,"glucose","Enterobacteriaceae",4,0.998979497,"Enterobacteriaceae"
2,"glutamine","Brucellaceae",1,0.014750905,"Brucellaceae"
2,"glutamine","Moraxellaceae",1,0.45319603,"Moraxellaceae"
2,"glutamine","Pseudomonadaceae",1,0.307635216,"Pseudomonadaceae"
2,"glutamine","Rhizobiaceae",1,0.201781241,"Rhizobiaceae"
2,"glutamine","Comamonadaceae",2,0.086464422,"Comamonadaceae"
2,"glutamine","Enterobacteriaceae",2,0.041840616,"Enterobacteriaceae"
2,"glutamine","Moraxellaceae",2,0.465256517,"Moraxellaceae"
2,"glutamine","Pseudomonadaceae",2,0.118656647,"Pseudomonadaceae"
2,"glutamine","Rhizobiaceae",2,0.279617775,"Rhizobiaceae"
2,"glutamine","Comamonadaceae",3,0.016049727,"Comamonadaceae"
2,"glutamine","Moraxellaceae",3,0.493830597,"Moraxellaceae"
2,"glutamine","Pseudomonadaceae",3,0.160126171,"Pseudomonadaceae"
2,"glutamine","Rhizobiaceae",3,0.32015957,"Rhizobiaceae"
2,"glutamine","Flavobacteriaceae",4,0.042675573,"Flavobacteriaceae"
2,"glutamine","Moraxellaceae",4,0.521848038,"Moraxellaceae"
2,"glutamine","Pseudomonadaceae",4,0.188793024,"Pseudomonadaceae"
2,"glutamine","Rhizobiaceae",4,0.237498868,"Rhizobiaceae"
2,"glycerol","Enterobacteriaceae",1,0.999350589,"Enterobacteriaceae"
2,"glycerol","Enterobacteriaceae",2,1,"Enterobacteriaceae"
2,"glycerol","Enterobacteriaceae",3,1,"Enterobacteriaceae"
2,"glycerol","Enterobacteriaceae",4,0.999907228,"Enterobacteriaceae"
2,"glycine","Alcaligenaceae",1,0.059096391,"Alcaligenaceae"
2,"glycine","Brucellaceae",1,0.031728361,"Brucellaceae"
2,"glycine","Flavobacteriaceae",1,0.130160497,"Flavobacteriaceae"
2,"glycine","Pseudomonadaceae",1,0.732906578,"Pseudomonadaceae"
2,"glycine","Sphingobacteriaceae",1,0.034789869,"Sphingobacteriaceae"
2,"glycine","Alcaligenaceae",2,0.022543835,"Alcaligenaceae"
2,"glycine","Brucellaceae",2,0.037387513,"Brucellaceae"
2,"glycine","Enterobacteriaceae",2,0.034882642,"Enterobacteriaceae"
2,"glycine","Flavobacteriaceae",2,0.118285555,"Flavobacteriaceae"
2,"glycine","Pseudomonadaceae",2,0.728824567,"Pseudomonadaceae"
2,"glycine","Sphingobacteriaceae",2,0.049633547,"Sphingobacteriaceae"
2,"glycine","Brucellaceae",3,0.055756563,"Brucellaceae"
2,"glycine","Flavobacteriaceae",3,0.120419334,"Flavobacteriaceae"
2,"glycine","Pseudomonadaceae",3,0.795992207,"Pseudomonadaceae"
2,"ribose","Enterobacteriaceae",1,0.998515631,"Enterobacteriaceae"
2,"ribose","Enterobacteriaceae",2,0.996660173,"Enterobacteriaceae"
2,"ribose","Enterobacteriaceae",3,0.997309583,"Enterobacteriaceae"
2,"ribose","Enterobacteriaceae",4,0.996660173,"Enterobacteriaceae"
2,"succinate","Enterobacteriaceae",1,0.036738103,"Enterobacteriaceae"
2,"succinate","Moraxellaceae",1,0.390667038,"Moraxellaceae"
2,"succinate","Pseudomonadaceae",1,0.188143614,"Pseudomonadaceae"
2,"succinate","Rhizobiaceae",1,0.382595788,"Rhizobiaceae"
2,"succinate","Enterobacteriaceae",2,0.046572038,"Enterobacteriaceae"
2,"succinate","Moraxellaceae",2,0.386863346,"Moraxellaceae"
2,"succinate","Pseudomonadaceae",2,0.191947306,"Pseudomonadaceae"
2,"succinate","Rhizobiaceae",2,0.367288273,"Rhizobiaceae"
2,"succinate","Enterobacteriaceae",3,0.019204008,"Enterobacteriaceae"
2,"succinate","Moraxellaceae",3,0.422302625,"Moraxellaceae"
2,"succinate","Pseudomonadaceae",3,0.310882271,"Pseudomonadaceae"
2,"succinate","Rhizobiaceae",3,0.24028203,"Rhizobiaceae"
2,"succinate","Comamonadaceae",4,0.013915948,"Comamonadaceae"
2,"succinate","Enterobacteriaceae",4,0.109657668,"Enterobacteriaceae"
2,"succinate","Moraxellaceae",4,0.332683922,"Moraxellaceae"
2,"succinate","Pseudomonadaceae",4,0.171908341,"Pseudomonadaceae"
2,"succinate","Rhizobiaceae",4,0.370071435,"Rhizobiaceae"
1,"benzoate","Alcaligenaceae",1,0.000556638,"Other"
1,"benzoate","Brucellaceae",1,9.28e-05,"Other"
1,"benzoate","Comamonadaceae",1,0.003896465,"Other"
1,"benzoate","Micrococcaceae",1,0.000278319,"Other"
1,"benzoate","Moraxellaceae",1,0.00436033,"Other"
1,"benzoate","Oxalobacteraceae",1,0.00092773,"Other"
1,"benzoate","Rhizobiaceae",1,0.001298822,"Other"
1,"benzoate","Sphingobacteriaceae",1,0.000463865,"Other"
1,"benzoate","Xanthomonadaceae",1,0.000649411,"Other"
1,"benzoate","Brucellaceae",2,0.000371092,"Other"
1,"benzoate","Caulobacteraceae",2,9.28e-05,"Other"
1,"benzoate","Comamonadaceae",2,0.003525374,"Other"
1,"benzoate","Micrococcaceae",2,0.000371092,"Other"
1,"benzoate","Rhizobiaceae",2,0.009370072,"Other"
1,"benzoate","Sphingobacteriaceae",2,0.000278346,"Other"
1,"benzoate","Xanthomonadaceae",2,0.001669914,"Other"
1,"benzoate","Alcaligenaceae",3,0.001577141,"Other"
1,"benzoate","Comamonadaceae",3,0.002690417,"Other"
1,"benzoate","Enterococcaceae",3,0.006865201,"Other"
1,"benzoate","Oxalobacteraceae",3,0.002968736,"Other"
1,"benzoate","Rhizobiaceae",3,0.004824195,"Other"
1,"benzoate","Sphingobacteriaceae",3,0.001484368,"Other"
1,"benzoate","Sphingomonadaceae",3,9.28e-05,"Other"
1,"benzoate","Alcaligenaceae",4,0.000278319,"Other"
1,"benzoate","Comamonadaceae",4,0.000742184,"Other"
1,"benzoate","Enterobacteriaceae",4,0.007514612,"Other"
1,"benzoate","Enterococcaceae",4,0.007885704,"Other"
1,"benzoate","Micrococcaceae",4,0.000278319,"Other"
1,"benzoate","Moraxellaceae",4,0.002504871,"Other"
1,"benzoate","Oxalobacteraceae",4,0.000185546,"Other"
1,"benzoate","Rhizobiaceae",4,0.000742184,"Other"
1,"benzoate","Xanthomonadaceae",4,0.000371092,"Other"
1,"cellobiose","Comamonadaceae",1,0.000463865,"Other"
1,"cellobiose","Moraxellaceae",1,0.000834957,"Other"
1,"cellobiose","Pseudomonadaceae",1,0.001206049,"Other"
1,"cellobiose","Rhizobiaceae",1,0.00092773,"Other"
1,"cellobiose","Comamonadaceae",2,0.000556638,"Other"
1,"cellobiose","Enterococcaceae",2,0.00621579,"Other"
1,"cellobiose","Moraxellaceae",2,0.001391595,"Other"
1,"cellobiose","Pseudomonadaceae",2,0.002597644,"Other"
1,"cellobiose","Rhizobiaceae",2,0.001113276,"Other"
1,"cellobiose","Comamonadaceae",3,0.000463865,"Other"
1,"cellobiose","Moraxellaceae",3,0.000556638,"Other"
1,"cellobiose","Pseudomonadaceae",3,0.000278319,"Other"
1,"cellobiose","Rhizobiaceae",3,0.000834957,"Other"
1,"cellobiose","Brucellaceae",4,9.28e-05,"Other"
1,"cellobiose","Comamonadaceae",4,0.001298822,"Other"
1,"cellobiose","Enterococcaceae",4,0.003525373,"Other"
1,"cellobiose","Flavobacteriaceae",4,0.000278319,"Other"
1,"cellobiose","Moraxellaceae",4,0.002041006,"Other"
1,"cellobiose","Pseudomonadaceae",4,0.006957974,"Other"
1,"cellobiose","Rhizobiaceae",4,0.001762687,"Other"
1,"cellobiose","Sphingobacteriaceae",4,0.00092773,"Other"
1,"fructose","Aeromonadaceae",1,0.000834957,"Other"
1,"fructose","Comamonadaceae",1,0.000371092,"Other"
1,"fructose","Flavobacteriaceae",1,9.28e-05,"Other"
1,"fructose","Moraxellaceae",1,0.001948233,"Other"
1,"fructose","Pseudomonadaceae",1,0.002041006,"Other"
1,"fructose","Rhizobiaceae",1,0.001020503,"Other"
1,"fructose","Aeromonadaceae",2,0.000185546,"Other"
1,"fructose","Comamonadaceae",2,9.28e-05,"Other"
1,"fructose","Moraxellaceae",2,0.00278319,"Other"
1,"fructose","Oxalobacteraceae",2,0.000278319,"Other"
1,"fructose","Pseudomonadaceae",2,0.004545877,"Other"
1,"fructose","Rhizobiaceae",2,0.001113276,"Other"
1,"fructose","Aeromonadaceae",3,0.000742184,"Other"
1,"fructose","Alcaligenaceae",3,0.00092773,"Other"
1,"fructose","Comamonadaceae",3,0.000834957,"Other"
1,"fructose","Flavobacteriaceae",3,0.000278319,"Other"
1,"fructose","Moraxellaceae",3,0.002968736,"Other"
1,"fructose","Oxalobacteraceae",3,9.28e-05,"Other"
1,"fructose","Pseudomonadaceae",3,0.002133779,"Other"
1,"fructose","Rhizobiaceae",3,0.00092773,"Other"
1,"fructose","Xanthomonadaceae",3,9.28e-05,"Other"
1,"fructose","Aeromonadaceae",4,0.001391595,"Other"
1,"fructose","Alcaligenaceae",4,0.000649411,"Other"
1,"fructose","Comamonadaceae",4,0.000834957,"Other"
1,"fructose","Flavobacteriaceae",4,0.001206049,"Other"
1,"fructose","Moraxellaceae",4,0.004082012,"Other"
1,"fructose","Pseudomonadaceae",4,0.002504871,"Other"
1,"fructose","Rhizobiaceae",4,0.002133779,"Other"
1,"fumarate","Aeromonadaceae",1,0.00185546,"Other"
1,"fumarate","Alcaligenaceae",1,0.004824195,"Other"
1,"fumarate","Brucellaceae",1,0.001577141,"Other"
1,"fumarate","Chitinophagaceae",1,0.000463865,"Other"
1,"fumarate","Flavobacteriaceae",1,0.004638649,"Other"
1,"fumarate","Rhizobiaceae",1,0.008535115,"Other"
1,"fumarate","Xanthomonadaceae",1,0.008164023,"Other"
1,"fumarate","Aeromonadaceae",2,0.000556638,"Other"
1,"fumarate","Alcaligenaceae",2,0.006679654,"Other"
1,"fumarate","Brucellaceae",2,0.00185546,"Other"
1,"fumarate","Comamonadaceae",2,0.007792932,"Other"
1,"fumarate","Flavobacteriaceae",2,9.28e-05,"Other"
1,"fumarate","Lachnospiraceae",2,0.003154281,"Other"
1,"fumarate","Oxalobacteraceae",2,0.001391595,"Other"
1,"fumarate","Paenibacillaceae",2,9.28e-05,"Other"
1,"fumarate","Rhizobiaceae",2,0.002597644,"Other"
1,"fumarate","Xanthomonadaceae",2,0.007329066,"Other"
1,"fumarate","Aeromonadaceae",3,0.000556638,"Other"
1,"fumarate","Alcaligenaceae",3,0.003896466,"Other"
1,"fumarate","Brucellaceae",3,0.001948233,"Other"
1,"fumarate","Flavobacteriaceae",3,0.001298849,"Other"
1,"fumarate","Lachnospiraceae",3,0.002133779,"Other"
1,"fumarate","Oxalobacteraceae",3,0.001113276,"Other"
1,"fumarate","Rhizobiaceae",3,0.006030245,"Other"
1,"fumarate","Xanthomonadaceae",3,0.008164023,"Other"
1,"fumarate","Aeromonadaceae",4,0.000649411,"Other"
1,"fumarate","Alcaligenaceae",4,0.00556638,"Other"
1,"fumarate","Brucellaceae",4,0.001020503,"Other"
1,"fumarate","Comamonadaceae",4,0.002412098,"Other"
1,"fumarate","Enterococcaceae",4,0.001298822,"Other"
1,"fumarate","Flavobacteriaceae",4,0.00621579,"Other"
1,"fumarate","Lachnospiraceae",4,0.001948233,"Other"
1,"fumarate","Oxalobacteraceae",4,0.001020503,"Other"
1,"fumarate","Xanthomonadaceae",4,0.004545876,"Other"
1,"glucose","Alcaligenaceae",1,0.000278319,"Other"
1,"glucose","Flavobacteriaceae",1,0.000463865,"Other"
1,"glucose","Moraxellaceae",1,0.000185546,"Other"
1,"glucose","Pseudomonadaceae",1,0.001484368,"Other"
1,"glucose","Rhizobiaceae",1,0.000371092,"Other"
1,"glucose","Xanthomonadaceae",1,9.28e-05,"Other"
1,"glucose","Alcaligenaceae",2,9.28e-05,"Other"
1,"glucose","Comamonadaceae",2,9.28e-05,"Other"
1,"glucose","Flavobacteriaceae",2,9.28e-05,"Other"
1,"glucose","Moraxellaceae",2,9.28e-05,"Other"
1,"glucose","Pseudomonadaceae",2,0.001484368,"Other"
1,"glucose","Rhizobiaceae",2,9.28e-05,"Other"
1,"glucose","Alcaligenaceae",3,0.000185546,"Other"
1,"glucose","Brucellaceae",3,0.000278319,"Other"
1,"glucose","Caulobacteraceae",3,9.28e-05,"Other"
1,"glucose","Chitinophagaceae",3,0.000278319,"Other"
1,"glucose","Comamonadaceae",3,0.000742184,"Other"
1,"glucose","Enterococcaceae",3,9.28e-05,"Other"
1,"glucose","Flavobacteriaceae",3,0.000185546,"Other"
1,"glucose","Moraxellaceae",3,0.000649411,"Other"
1,"glucose","Rhizobiaceae",3,0.000834957,"Other"
1,"glucose","Sphingobacteriaceae",3,0.001113276,"Other"
1,"glucose","Xanthomonadaceae",3,0.000556638,"Other"
1,"glucose","Alcaligenaceae",4,0.000278319,"Other"
1,"glucose","Brucellaceae",4,0.000649411,"Other"
1,"glucose","Chitinophagaceae",4,0.001020503,"Other"
1,"glucose","Comamonadaceae",4,0.000742184,"Other"
1,"glucose","Enterococcaceae",4,9.28e-05,"Other"
1,"glucose","Flavobacteriaceae",4,0.001577141,"Other"
1,"glucose","Moraxellaceae",4,0.000742184,"Other"
1,"glucose","Rhizobiaceae",4,0.000834957,"Other"
1,"glucose","Sphingobacteriaceae",4,0.002690417,"Other"
1,"glucose","Xanthomonadaceae",4,0.001484368,"Other"
1,"glutamine","Alcaligenaceae",1,0.001113276,"Other"
1,"glutamine","Caulobacteraceae",1,0.000185546,"Other"
1,"glutamine","Moraxellaceae",1,0.004174785,"Other"
1,"glutamine","Oxalobacteraceae",1,0.004638649,"Other"
